subject,predicate,object
ĐỘNG MẠCH,HAS_SYMPTOM,CHOLESTEROL
HỘP,HAS_SYMPTOM,NGOÀI MÀNG
NHỊP/PH,HAS_SYMPTOM,COVID
MẠCH MÁU,HAS_SYMPTOM,SAU SÚT TRÍ TUỆ
BỆNH NƯỚU RĂNG,HAS_SYMPTOM,CHU
MỀ ĐAY,HAS_SYMPTOM,ỤC U
DẠ DÀY,HAS_SYMPTOM,TRIỆU TRỨNG
Ý THỨC SUY GIẢM,HAS_SYMPTOM,TEO GAI THỊ
NGỨA MŨI,HAS_SYMPTOM,SỐT
HIẾM MUỘN,HAS_SYMPTOM,Ứ DỊCH VÒI TRỨNG
MẨN NGỨA,HAS_SYMPTOM,HBSAG
MÁU,HAS_SYMPTOM,HẸP
MŨI,HAS_SYMPTOM,ANG
TỰ MIỄN DỊCH,HAS_SYMPTOM,VIÊM ĐA KHỚP DẠNG THẤP
VIÊM NHIỄM,HAS_SYMPTOM,NG NHỨC
PHÙ GAI THỊ,HAS_SYMPTOM,TỔN THƯƠNG
CHẢY MŨI NƯỚC,HAS_SYMPTOM,HƠI
TỔN THƯƠNG,HAS_SYMPTOM,LỒI KẾT MẠC
TINH TRÙNG,HAS_SYMPTOM,VÔ SINH
ỒN NÔN,HAS_SYMPTOM,ĐAU
TĂNG TIẾT,HAS_SYMPTOM,VIÊM
CAO HUYẾT ÁP,HAS_SYMPTOM,120
HO KHAN,HAS_SYMPTOM,"102,1OF"
TÂM PHẾ,HAS_SYMPTOM,SẦN SÙI
PHÓNG NOÃN,HAS_SYMPTOM,TẮC VÒI TỬ CUNG
SUY TIM,HAS_SYMPTOM,ỤC THỂ THUỶ TINH THỂ
DÂY THẦN KINH MÁC,HAS_SYMPTOM,GÃY XƯƠNG
TẬT NẾP DA THỪA,HAS_SYMPTOM,TẬT NẾP DA THỪA
HÀM,HAS_SYMPTOM,LIỆT CƠ VẬN NHÃN
NÃO,HAS_SYMPTOM,SỞI
VẨY NẾN,TREATED_BY,ĐIỀU. TRỊ
HUYẾT ÁP,TREATED_BY,UỐNG THUỐC
TYPE 2,TREATED_BY,UỐNG THUỐC
TIM,HAS_SYMPTOM,CĂNG THẲNG
VẾT,HAS_SYMPTOM,KHÔ HANH
VIÊM MÀ,TREATED_BY,ĐIỀU. TRỊ
LƯỠI,HAS_SYMPTOM,TỨC NGỰC
LƯỠI,HAS_SYMPTOM,DỊ ỨNG
CỔ CHÂN,HAS_SYMPTOM,ĐAU
TIỂU ĐƯỜNG,TREATED_BY,ĐIỀU. TRỊ
SUY THẬN,TREATED_BY,UỐNG THUỐC
VIÊM GAN B,TREATED_BY,ĐIỀU. TRỊ
ĐAU,HAS_SYMPTOM,TÊ ĐÁM RỐI THẦN KINH
ĐƯỜNG THỞ,HAS_SYMPTOM,AMIDAN
SIÊU VI B,TREATED_BY,ĐIỀU. TRỊ
MÃN TÍNH,TREATED_BY,ĐIỀU. TRỊ
COVID,TREATED_BY,UỐNG THUỐC
ÂM ĐẠO,HAS_SYMPTOM,KINH NGUYỆT
SẸO,HAS_SYMPTOM,GIẢM SÚT THỊ LỰC
RUỘT NON,HAS_SYMPTOM,MÃN TÍNH
COVID,TREATED_BY,ĐIỀU. TRỊ
SIÊU VI B,TREATED_BY,KHÁNG VIÊM
TRIỆU CHỨNG,HAS_SYMPTOM,TÂM THẦN
NGHẼN MẠCH MÁU,TREATED_BY,ĐIỀU. TRỊ
LOẠN ĐÔNG MÁU,TREATED_BY,ĐIỀU. TRỊ
COVID,HAS_SYMPTOM,CHOLESTEROL
VIÊM TỦY,HAS_SYMPTOM,ĐAU
ÊM NHIỄM,HAS_SYMPTOM,AMIDAN
HỘI CHỨNG LIỆT DÂY THẦN KINH SỐ 7,HAS_SYMPTOM,HỘI CHỨNG
SẸO LỒI,TREATED_BY,ĐIỀU. TRỊ
TỦY SỐNG,HAS_SYMPTOM,RỐI LOẠN
HERPES SIMPLEX,TREATED_BY,ĐIỀU. TRỊ
HIẾM MUỘN,HAS_SYMPTOM,RONG KINH
BỆNH LÝ NỀN,TREATED_BY,ĐIỀU. TRỊ
TẮC NGHẼN PHỔI,TREATED_BY,ĐIỀU. TRỊ
180,HAS_SYMPTOM,COVID
CAO HUYẾT ÁP,TREATED_BY,ĐIỀU. TRỊ
HO CÓ ĐỜM,HAS_SYMPTOM,MỆT MỎI
THOÁI HÓA KHỚP,TREATED_BY,KHÁNG VIÊM
TYPE 2,TREATED_BY,ĐIỀU. TRỊ
LIỆT,HAS_SYMPTOM,HỘI CHỨNG MÀNG
BƯỚU GIÁP,TREATED_BY,ĐIỀU. TRỊ
CHÀM,HAS_SYMPTOM,COVID
TÚI,HAS_SYMPTOM,COVID
HỘI CHỨNG ĐUÔI NGỰA,TREATED_BY,ĐIỀU. TRỊ
VIÊM GAN B,TREATED_BY,UỐNG THUỐC
THỰC QUẢN,HAS_SYMPTOM,VI TRÙNG
VIÊM,TREATED_BY,ĐIỀU. TRỊ
HẠCH CỨNG,HAS_SYMPTOM,CÓ M
"100,5OF",HAS_SYMPTOM,THỞ HỤT HƠI
SỎI GAN,TREATED_BY,ĐIỀU. TRỊ
SIÊU VI B,TREATED_BY,UỐNG THUỐC
XƠ GAN,TREATED_BY,ĐIỀU. TRỊ
VIÊM,TREATED_BY,UỐNG THUỐC
UNG THƯ PHỔI,HAS_SYMPTOM,UNG
HUYẾT ÁP,TREATED_BY,ĐIỀU. TRỊ
TRIỆU CHỨNG,TREATED_BY,ĐIỀU. TRỊ
RUỘT,HAS_SYMPTOM,NÔN MỬA
LIỆT DÂY THẦN KINH SỐ 7,HAS_SYMPTOM,HỘI CHỨNG
LUPUS,TREATED_BY,ĐIỀU. TRỊ
BẨM SINH,TREATED_BY,UỐNG THUỐC
TRÀO NGƯỢC DẠ DÀY,TREATED_BY,ĐIỀU. TRỊ
HẠCH CỨNG,HAS_SYMPTOM,TRẮNG
BỆNH HORTON,HAS_SYMPTOM,RỐI LOẠN THỊ GIÁC
TÁ TRÀNG,HAS_SYMPTOM,NÔN MỬA
VIÊM MÀ,TREATED_BY,KHÁNG VIÊM
VIÊM MỦ,TREATED_BY,ĐIỀU. TRỊ
CHOLESTEROL,TREATED_BY,UỐNG THUỐC
VAI,HAS_SYMPTOM,BUỒN NÔN
GOUT,TREATED_BY,ĐIỀU. TRỊ
CỤC MÁU ĐÔNG,TREATED_BY,ĐIỀU. TRỊ
ĐAU,TREATED_BY,ĐIỀU. TRỊ
THALASSEMIA,TREATED_BY,ĐIỀU. TRỊ
ÁP XE,TREATED_BY,THUỐC TIÊM
PHÌNH GIÁP,TREATED_BY,ĐIỀU. TRỊ
ỰC QUẢN,HAS_SYMPTOM,TRÀO NGƯỢC
SỐT,TREATED_BY,UỐNG THUỐC
ĐA NANG,TREATED_BY,ĐIỀU. TRỊ
MẶT,HAS_SYMPTOM,VIÊM DA CƠ ĐỊA
HEN,TREATED_BY,ĐIỀU. TRỊ
MỠ MÁU,TREATED_BY,ĐIỀU. TRỊ
TỔN THƯƠNG,TREATED_BY,ĐIỀU. TRỊ
RỐI LOẠN TUẦN HOÀN MÁU NÃO,TREATED_BY,ĐIỀU. TRỊ
LUPUS,TREATED_BY,UỐNG THUỐC
UNG THƯ DẠ DÀY,TREATED_BY,ĐIỀU. TRỊ
TRÀN DỊCH MÀNG PHỔI,TREATED_BY,ĐIỀU. TRỊ
GOUT,TREATED_BY,UỐNG THUỐC
HỘI CHỨNG THẬN HƯ,TREATED_BY,ĐIỀU. TRỊ
135,TREATED_BY,UỐNG THUỐC
DỊ DẠNG ĐỘNG - TĨNH MẠCH MÀNG CỨNG,HAS_SYMPTOM,Ị DẠNG ĐỘNG - TĨNH MẠCH
UNG THƯ ĐẠI TRÀNG,TREATED_BY,ĐIỀU. TRỊ
SUY GIÃN TĨNH MẠCH,TREATED_BY,UỐNG THUỐC
ĐỘT QUỴ,HAS_SYMPTOM,MẢNG XƠ VỮA ĐỘNG MẠCH
SIÊU VI VIÊM GAN B,TREATED_BY,ĐIỀU. TRỊ
TIỂU ĐƯỜNG,TREATED_BY,UỐNG THUỐC
UNG THƯ,TREATED_BY,ĐIỀU. TRỊ
DI TRUYỀN,TREATED_BY,UỐNG THUỐC
COVID,TREATED_BY,THUỐC
TẾ BÀO,HAS_SYMPTOM,CHOLESTEROL
POLYPE,HAS_SYMPTOM,TÁI PHÁT
XUẤT TIẾT,TREATED_BY,ĐIỀU. TRỊ
SỐT XUẤT HUYẾT,TREATED_BY,UỐNG THUỐC
TINH HOÀN,HAS_SYMPTOM,ĐAU
NÓI KHÓ,TREATED_BY,ĐIỀU. TRỊ
SUYỄN,TREATED_BY,ĐIỀU. TRỊ
MẠCH MÁU,HAS_SYMPTOM,TẾ BÀO UNG THƯ
SIÊU VI,TREATED_BY,UỐNG THUỐC
TOÀN THÂN,HAS_SYMPTOM,AMIDAN
TIẾNG,HAS_SYMPTOM,NGHE KÉM
TINH TRÙNG,HAS_SYMPTOM,BIẾN CHỨNG
MÓNG CHÂN,HAS_SYMPTOM,MẮC BỆNH
MẤT NƯỚC QUA,TREATED_BY,ĐIỀU. TRỊ
ĐÁI THÁO ĐƯỜNG,TREATED_BY,ĐIỀU. TRỊ
BỆNH VIÊM GAN B,TREATED_BY,ĐIỀU. TRỊ
TYPE 2,TREATED_BY,CHỮA TRỊ
VIÊM LỘ TUYẾN,TREATED_BY,ĐIỀU. TRỊ
VIÊM MŨI,TREATED_BY,ĐIỀU. TRỊ
MẮT,HAS_SYMPTOM,ĐẬP
NÃO,HAS_SYMPTOM,GIUN SÁN
39 ĐỘ C,HAS_SYMPTOM,THỞ D
TIM,HAS_SYMPTOM,THIẾU MÁU NÃO THOÁNG QUA
CIDP,TREATED_BY,THUỐC KHÁNG VIÊM
DỊ NGUYÊN,TREATED_BY,ĐIỀU. TRỊ
NỀN,TREATED_BY,ĐIỀU. TRỊ
BỆNH LÝ,TREATED_BY,ĐIỀU. TRỊ
AU CƠ,HAS_SYMPTOM,KHỨU GIÁC
SUY GIÃN TĨNH MẠCH,TREATED_BY,ĐIỀU. TRỊ
BASEDOW,TREATED_BY,ĐIỀU. TRỊ
NGỨA,TREATED_BY,ĐIỀU. TRỊ
MÃN TÍNH,TREATED_BY,UỐNG THUỐC
XƠ HÓA GAN,TREATED_BY,ĐIỀU. TRỊ
MỀ ĐAY,TREATED_BY,ĐIỀU. TRỊ
GIANG MAI,TREATED_BY,ĐIỀU. TRỊ
NỘI TIẾT,HAS_SYMPTOM,DỊ ỨNG
VIÊM HANG VỊ,TREATED_BY,ĐIỀU. TRỊ
UNG THƯ VÚ,TREATED_BY,ĐIỀU. TRỊ
XUẤT TINH NGƯỢC DÒNG,TREATED_BY,ĐIỀU. TRỊ
HỘI CHỨNG STEVEN-JOHNSON,TREATED_BY,CHỮA TRỊ
VIÊM GAN,TREATED_BY,ĐIỀU. TRỊ
ĐAU ĐẦU,TREATED_BY,UỐNG THUỐC
SỎI NIỆU QUẢN,TREATED_BY,UỐNG THUỐC
VIÊM MÀNG,TREATED_BY,ĐIỀU. TRỊ
ÁP XE TRONG,TREATED_BY,ĐIỀU. TRỊ
TÁO BÓN,HAS_SYMPTOM,VIÊM
CHÂN TAY,HAS_SYMPTOM,CĂNG CƠ
NỘI TIẾT,HAS_SYMPTOM,VÔ SINH
TÊ TAY,TREATED_BY,UỐNG THUỐC
BỊ BỎNG,TREATED_BY,ĐIỀU. TRỊ
TRIỆU CHỨNG HÔI,HAS_SYMPTOM,LÂY LAN
NHANH,TREATED_BY,ĐIỀU. TRỊ
Ứ NƯỚC,TREATED_BY,UỐNG THUỐC
BỆNH VẢY NẾN,TREATED_BY,ĐIỀU. TRỊ
ĐAU ĐẦU,TREATED_BY,ĐIỀU. TRỊ
ĐỘNG KINH,TREATED_BY,ĐIỀU. TRỊ
SỐT XUẤT HUYẾT,TREATED_BY,ĐIỀU. TRỊ
MỆT MỎI,TREATED_BY,UỐNG THUỐC
ĐA NANG,TREATED_BY,THUỐC KÍCH THÍCH TRỨNG
ĐAU,HAS_SYMPTOM,CROHN
PHÓNG NOÃN,HAS_SYMPTOM,RỐI LOẠN SINH DỤC
LAO PHỔI,TREATED_BY,ĐIỀU. TRỊ
NÔN ÓI,TREATED_BY,ĐIỀU. TRỊ
SUY THẬN,TREATED_BY,ĐIỀU. TRỊ
LAO,TREATED_BY,ĐIỀU. TRỊ
VIÊM TỦY,TREATED_BY,ĐIỀU. TRỊ
NHỊP ĐẬP HỤT,TREATED_BY,UỐNG THUỐC
TIÊU CHẢY,TREATED_BY,ĐIỀU. TRỊ
PHÁT BAN,HAS_SYMPTOM,MỀ ĐAY
VI KHUẨN,HAS_SYMPTOM,MÃN TÍNH
BẨM SINH,TREATED_BY,ĐIỀU. TRỊ
UTI,TREATED_BY,ĐIỀU. TRỊ
MÃN TÍNH,HAS_SYMPTOM,NGỨ
DỊ ỨNG,TREATED_BY,ĐIỀU. TRỊ
THALASSAMIE,TREATED_BY,ĐIỀU. TRỊ
CAO HUYẾT ÁO,TREATED_BY,UỐNG THUỐC
COPD,TREATED_BY,ĐIỀU. TRỊ
"38, 5 ĐỘ C",TREATED_BY,UỐNG THUỐC
BỆNH LÝ,HAS_SYMPTOM,BẨM SINH
TIM MẠCH,HAS_SYMPTOM,RỐI LOẠN ĐÔNG MÁU
TINH TRÙNG,HAS_SYMPTOM,THALASSEMIA
MẮC BỆNH,TREATED_BY,ĐIỀU. TRỊ
GIÃN TĨNH MẠCH,TREATED_BY,ĐIỀU. TRỊ
ĐƯỜNG RUỘT,HAS_SYMPTOM,TRỰC KHUẨN MỦ XANH
DI CHỨNG,HAS_SYMPTOM,MÙ LÒA
VIÊM PHẾ QUẢN,TREATED_BY,ĐIỀU. TRỊ
BỊ BỆNH NỀN,TREATED_BY,ĐIỀU. TRỊ
NỔI MỀ ĐAY,TREATED_BY,UỐNG THUỐC
TIỂU ĐƯỜNG,TREATED_BY,CHỮA TRỊ
MÃN TÍNH,TREATED_BY,VACICNE
TÁI PHÁT,TREATED_BY,ĐIỀU. TRỊ
NGỰC,HAS_SYMPTOM,GÃY XƯƠNG NGỰC
HASHIMOTO,TREATED_BY,UỐNG THUỐC
BỆNH VẨY NẾN MẢNG BÁM,TREATED_BY,ĐIỀU. TRỊ
ĐƯỜNG,HAS_SYMPTOM,GIÃN TĨNH MẠCH THỪNG TINH
THOÁI HÓA,HAS_SYMPTOM,MẤT NGỦ
CO GIẬT,TREATED_BY,THUỐC TIÊM
THỞ NÔNG,TREATED_BY,ĐIỀU. TRỊ
BỊ BỆNH VIÊM GAN B,TREATED_BY,UỐNG THUỐC
UNG THƯ HẠCH,HAS_SYMPTOM,ĐA U TỦY
RỐI LOẠN TIỀN ĐÌNH,TREATED_BY,ĐIỀU. TRỊ
VIÊM XOANG,TREATED_BY,UỐNG THUỐC
THOÁI HÓA CỘT SỐNG,TREATED_BY,ĐIỀU. TRỊ
BỊ BỆNH,TREATED_BY,UỐNG THUỐC
UNG THƯ VÚ,TREATED_BY,UỐNG THUỐC
VIÊM ĐA KHỚP DẠNG THẤP,TREATED_BY,ĐIỀU. TRỊ
POLYPE,TREATED_BY,ĐIỀU. TRỊ
RỐI LOẠN VẬN ĐỘNG TỬ,TREATED_BY,ĐIỀU. TRỊ
MẤT CẢM GIÁC,TREATED_BY,ĐIỀU. TRỊ
DỊ ỨNG,TREATED_BY,UỐNG THUỐC
SUY GIẢM TIỂU CẦU,TREATED_BY,UỐNG THUỐC
130,TREATED_BY,UỐNG THUỐC
VAI,HAS_SYMPTOM,HÔI
VIRURS,TREATED_BY,ĐIỀU. TRỊ
RUỘT,HAS_SYMPTOM,ĐAU
VIÊM DA DẦU TIẾT BÃ,TREATED_BY,ĐIỀU. TRỊ
LAO MÀNG PHỔI,TREATED_BY,ĐIỀU. TRỊ
LAO MÀNG,TREATED_BY,ĐIỀU. TRỊ
VIÊM DA MỦ,TREATED_BY,ĐIỀU. TRỊ
VIÊM GAN B,TREATED_BY,THUỐC
ẾT ÁP,TREATED_BY,UỐNG THUỐC
VIÊM LOÉT,TREATED_BY,ĐIỀU. TRỊ
SUY THẬN,TREATED_BY,THUỐC
PHÙ,TREATED_BY,ĐIỀU. TRỊ
BASEDOW,TREATED_BY,UỐNG THUỐC
THOÁI HÓA KHỚP,TREATED_BY,ĐIỀU. TRỊ
BỊ BỆNH VẨY,TREATED_BY,ĐIỀU. TRỊ
SUY TIM,TREATED_BY,ĐIỀU. TRỊ
VIÊM ĐA KHỚP DẠNG THẤP,TREATED_BY,UỐNG THUỐC
TỤ DỊCH,TREATED_BY,ĐIỀU. TRỊ
HẮT HƠI,HAS_SYMPTOM,ĐAU ĐẦU
CĂNG THẲNG,TREATED_BY,ĐIỀU. TRỊ
BỊ BỆNH,TREATED_BY,ĐIỀU. TRỊ
XƠ VỮA ĐỘNG MẠCH,HAS_SYMPTOM,NHỒI MÁU CƠ TIM
CƠ ĐỊA,HAS_SYMPTOM,VIÊM NHIỄM
VIÊM GAN C,TREATED_BY,ĐIỀU. TRỊ
NGÃ XE,TREATED_BY,ĐIỀU. TRỊ
THOÁI HOÁ ĐỐT,TREATED_BY,ĐIỀU. TRỊ
THOÁI HÓA HOÀNG ĐIỂM,TREATED_BY,ĐIỀU. TRỊ
"ĐAU, NHỨC",TREATED_BY,UỐNG THUỐC
BỆNH LAO,TREATED_BY,ĐIỀU. TRỊ
HIV,TREATED_BY,UỐNG THUỐC
NỔI MỀ ĐAY,TREATED_BY,ĐIỀU. TRỊ
BƯỚU GIÁP,TREATED_BY,UỐNG THUỐC
UNG THƯ HẠCH,TREATED_BY,ĐIỀU. TRỊ
BỊ BỆNH VẢY NẾN,TREATED_BY,ĐIỀU. TRỊ
CÚM,TREATED_BY,ĐIỀU. TRỊ
PARKINSON,TREATED_BY,ĐIỀU. TRỊ
THIẾU MÁU,TREATED_BY,ĐIỀU. TRỊ
UNG THƯ PHỔI,TREATED_BY,ĐIỀU. TRỊ
MÃN TÍNH,TREATED_BY,ASTRA ZENNECA
CHÁY NẮNG,TREATED_BY,THUỐC GÂY TÊ CỤC BỘ
VIÊM MỐNG,TREATED_BY,ĐIỀU. TRỊ
KHỐI,TREATED_BY,PFIZER
DỊ NGUYÊN,TREATED_BY,THUỐC XỊT
BUỒN NÔN,TREATED_BY,UỐNG THUỐC
LÚ LẪN,TREATED_BY,UỐNG THUỐC
VIÊM PHỔI,TREATED_BY,ĐIỀU. TRỊ
TÍM TÁI,TREATED_BY,ĐIỀU. TRỊ
VI KHUẨN,TREATED_BY,ĐIỀU. TRỊ
LAO PHỔI,TREATED_BY,VACCINCE
HIẾM MUỘN,HAS_SYMPTOM,KINH NGUYỆT KHÔNG ĐỀU
ĐỔ MỒ HÔI,TREATED_BY,ĐIỀU. TRỊ
VIÊM PHẾ QUẢN,TREATED_BY,UỐNG THUỐC
LẠC NỘI MẠC TỬ CUNG,TREATED_BY,ĐIỀU. TRỊ
SUY GIẢM MIỄN DỊCH,TREATED_BY,UỐNG THUỐC
HCC,HAS_SYMPTOM,TỔN THƯƠNG
TỤT HUYẾT ÁP,TREATED_BY,ĐIỀU. TRỊ
SỎI THẬN,TREATED_BY,ĐIỀU. TRỊ
TĂNG TIỂU CẦU,TREATED_BY,UỐNG THUỐC
LƯNG,HAS_SYMPTOM,THỞ HỤT HƠI
LUPUS,TREATED_BY,THUỐC
ÁP XE,TREATED_BY,KHÁNG SINH
BONG TRÓC,TREATED_BY,ĐIỀU. TRỊ
SẢY THAI,TREATED_BY,ĐIỀU. TRỊ
MẤT NGỦ,TREATED_BY,UỐNG THUỐC
RỐI LOẠN LO ÂU,TREATED_BY,UỐNG THUỐC
BƯỚU CỔ,TREATED_BY,XẠ TRỊ
KHÓ NU,TREATED_BY,UỐNG THUỐC
BỆNH VIÊM MŨI,TREATED_BY,ĐIỀU. TRỊ
HẸP MẠCH VÀNH,TREATED_BY,ĐIỀU. TRỊ
TRONG MÁU,TREATED_BY,ĐIỀU. TRỊ
LO ÂU,TREATED_BY,UỐNG THUỐC
PARKINSON,TREATED_BY,UỐNG THUỐC
PHÙ NỀ,TREATED_BY,ĐIỀU. TRỊ
TÀN NHANG,TREATED_BY,ĐIỀU. TRỊ
MÍ MẮT,HAS_SYMPTOM,ĐAU ĐẦU
THỊ LỰC GIẢM,TREATED_BY,ĐIỀU. TRỊ
CƯỜNG GIÁP,TREATED_BY,UỐNG THUỐC
RỐI LOẠN MIỄN DỊCH,TREATED_BY,ĐIỀU. TRỊ
VIRUS VIÊM GAN B,TREATED_BY,ĐIỀU. TRỊ
NANG,HAS_SYMPTOM,RỐI LOẠN KINH NGUYỆT
XƯƠNG KHỚP,HAS_SYMPTOM,BIẾN DẠNG
VIRURS,TREATED_BY,UỐNG THUỐC
ĐỘNG KINH CỤC BỘ,TREATED_BY,ĐIỀU. TRỊ
BỆNH NỀN,TREATED_BY,UỐNG THUỐC
TIỂU ĐƯỜNG,TREATED_BY,THUỐC VIÊN
TIỀN ĐÌNH,TREATED_BY,ĐIỀU. TRỊ
VIÊM CẦU THẬN,TREATED_BY,ĐIỀU. TRỊ
HELICOBACTER PYLORI,TREATED_BY,ĐIỀU. TRỊ
NHỒI MÁU CƠ TIM,TREATED_BY,UỐNG THUỐC
ĐAU,HAS_SYMPTOM,TRÀ
BỊ BỆNH,HAS_SYMPTOM,HỘI CHỨNG KLINEFELTER
GIẢM SÚT THỊ LỰC,HAS_SYMPTOM,MÙ LÒA
LAO PHỔI,TREATED_BY,UỐNG THUỐC
ĐAU,TREATED_BY,THUỐC TÂY Y
HUYẾT,HAS_SYMPTOM,NHÌN ĐÔI
VẨY NẾN,TREATED_BY,THUỐC
ÀNH TAI,HAS_SYMPTOM,VIÊM MÀNG SỤN VÀNH
XƠ GAN,TREATED_BY,UỐNG THUỐC
ĐỘT QUỴ,TREATED_BY,ĐIỀU. TRỊ
COVID,TREATED_BY,CORTICOID
VIÊM ĐA XOANG,HAS_SYMPTOM,POLYPE
HUYẾT ÁP TỤT,TREATED_BY,ĐIỀU. TRỊ
NIÊM MẠC,HAS_SYMPTOM,NÔN
VIÊM GAN,TREATED_BY,UỐNG THUỐC
XƠ HÓA,TREATED_BY,UỐNG THUỐC
140,TREATED_BY,THUỐC UỐNG
CƯỜNG GIÁP,TREATED_BY,ĐIỀU. TRỊ
VIÊM MŨI,TREATED_BY,THUỐC DẠNG XỊT
NGHẸN,TREATED_BY,UỐNG THUỐC
TRIỆU CHỨNG SỐC,TREATED_BY,ĐIỀU. TRỊ
TỤT,TREATED_BY,UỐNG THUỐC
RUNG NHĨ,TREATED_BY,ĐIỀU. TRỊ
UNG THƯ GIÁP,TREATED_BY,ĐIỀU. TRỊ
VÀNG,HAS_SYMPTOM,M. CATARRHALIS
THẦN KINH,HAS_SYMPTOM,GUILLAIN-BARRÉ
VIÊM KHỚP,TREATED_BY,UỐNG THUỐC
KHÓ THỞ,HAS_SYMPTOM,CHOÁNG VÁNG
MẨN NGỨA,TREATED_BY,ĐIỀU. TRỊ
RỐI LOẠN NHỊP TIM,TREATED_BY,ĐIỀU. TRỊ
VIÊM NHIỄM,TREATED_BY,ĐIỀU. TRỊ
SƯNG NỀ,TREATED_BY,ĐIỀU. TRỊ
NỨT XƯƠNG,TREATED_BY,UỐNG THUỐC
ĐAU LƯNG,TREATED_BY,THUỐC HÍT
DỊ NGUYÊN,TREATED_BY,AMPICCILIN
TIỂU MÁU,TREATED_BY,UỐNG THUỐC
ĐAU BỤNG,HAS_SYMPTOM,NGỦ GÀ
NHỊP TIM NHANH,TREATED_BY,ĐIỀU. TRỊ
MỀ ĐAY,TREATED_BY,ASTRA ZENNECA
MEN GAN,TREATED_BY,ĐIỀU. TRỊ
TÁ TRÀNG,HAS_SYMPTOM,KHÓ TIÊU
DỊ ỨNG,TREATED_BY,THUỐC DẠNG XỊT
MŨI,HAS_SYMPTOM,VẾT LOÉT
"102,1OF",HAS_SYMPTOM,GIẢM CHỨC NĂNG VỊ GIÁC
VIÊM VÕNG,TREATED_BY,THUỐC
TĂNG ÁP,TREATED_BY,UỐNG THUỐC
LOẠN THẦN,TREATED_BY,CHẤT HÓA HỌC
NỔI,TREATED_BY,DỊCH NHẦY
THALASSEMIA,TREATED_BY,ASTRA ZENNECA
CƠ THỂ,HAS_SYMPTOM,TỬ VONG
ĐỘNG KINH,TREATED_BY,UỐNG THUỐC
CHOLESTEROL,TREATED_BY,ĐIỀU. TRỊ
TẮC NGHẼN HÔ HẤP,TREATED_BY,ĐIỀU. TRỊ
BỆNH NỀN,TREATED_BY,ĐIỀU. TRỊ
BỆNH TỰ MIỄN,TREATED_BY,ĐIỀU. TRỊ
KHÓ THỞ,TREATED_BY,UỐNG THUỐC
ĐA NANG,TREATED_BY,UỐNG THUỐC
RUỘT,HAS_SYMPTOM,VIÊM
SỐT,TREATED_BY,ĐIỀU. TRỊ
ĐAU,TREATED_BY,UỐNG THUỐC
VI KHUẨN,HAS_SYMPTOM,TIỂU RẮT
MỆT MỎI,TREATED_BY,ĐIỀU. TRỊ
CAO HUYẾT ÁP,TREATED_BY,UỐNG THUỐC
TRÀO NGƯỢC DẠ DÀY,TREATED_BY,UỐNG THUỐC
HBV,TREATED_BY,ĐIỀU. TRỊ
XUNG HUYẾT,TREATED_BY,ĐIỀU. TRỊ
BỊ BỆNH CƯỜM NƯỚC,TREATED_BY,ĐIỀU. TRỊ
PHÚC MẠCH,HAS_SYMPTOM,NHIỄM TRÙNG
VẢY NẾN,TREATED_BY,ĐIỀU. TRỊ
COVID,TREATED_BY,THUỐC HẠ
ĐAU BỤNG,TREATED_BY,ĐIỀU. TRỊ
BỆNH LÝ THOÁI HÓA,TREATED_BY,THUỐC
TÂM THẦN,TREATED_BY,UỐNG THUỐC
TỤT,TREATED_BY,ĐIỀU. TRỊ
BONG DA,TREATED_BY,ĐIỀU. TRỊ
ĐÁI THÁO ĐƯỜNG,TREATED_BY,URE
DỊ ỨNG,TREATED_BY,SULFFAMID
SỐT,TREATED_BY,NOVALGIN
TRIỆU CHỨNG,TREATED_BY,UỐNG THUỐC
LÂY LAN,HAS_SYMPTOM,BIẾN CHỦNG
BỊ BỆNH GAN,TREATED_BY,ĐIỀU. TRỊ
VIÊM MÀNG NÃO,TREATED_BY,ĐIỀU. TRỊ
CĂNG THẲNG,TREATED_BY,UỐNG THUỐC
RỤNG TÓC,HAS_SYMPTOM,NG TÓC
MỀ ĐAY,TREATED_BY,THUỐC
SỎI THẬN,TREATED_BY,THUỐC TÂY
HẮT HƠI,TREATED_BY,UỐNG THUỐC
HUYẾT ÁP,TREATED_BY,THUỐC
VIÊM DA CƠ ĐỊA,TREATED_BY,ĐIỀU. TRỊ
BỆNH PHỔI,TREATED_BY,ĐIỀU. TRỊ
CO GIẬT,TREATED_BY,UỐNG THUỐC
MŨI,HAS_SYMPTOM,NHIỄ
THỞ MỆT,TREATED_BY,ĐIỀU. TRỊ
MỤN,TREATED_BY,DỊCH NHẦY
TRÀN DỊCH MÀNG PHỔI,TREATED_BY,UỐNG THUỐC
THỪA CÂN,TREATED_BY,ĐIỀU. TRỊ
MÔI,HAS_SYMPTOM,39 ĐỘ C
TRỰC KHUẨN,HAS_SYMPTOM,VIÊM
TRÀN DỊCH,TREATED_BY,ĐIỀU. TRỊ
MỆT TIM,TREATED_BY,ĐIỀU. TRỊ
DẠNG NHÚ,TREATED_BY,ĐIỀU. TRỊ
VIÊM MŨI,TREATED_BY,UỐNG THUỐC
TĂNG HUYẾT ÁP,TREATED_BY,UỐNG THUỐC
BẨM SINH,TREATED_BY,ASTRA ZENNECA
CỤC MÁU ĐÔNG,TREATED_BY,UỐNG THUỐC
